scaler_type,tau,omega_l2_reg,train_nll_final,eval_nll_learned,eval_nll_baseline,eval_nll_global,nll_improvement,nll_improvement_vs_global,omega_reg_term,omega_0_SYS_MEAN,omega_1_SYS_STD
minmax,10.0,1.0,21.016294479370117,11.995968017968742,11.995400326863733,13.217167519804226,-0.000567691105009871,1.2211995018354838,0.00022602382523473352,1.0163456201553345,0.9992102384567261
minmax,20.0,0.001,20.94346046447754,11.996022255756401,11.99541593414234,13.217167519804226,-0.000606321614061045,1.2211452640478253,0.040515460073947906,7.348106384277344,1.6595737934112549
minmax,5.0,0.01,20.852890014648438,11.99599884830943,11.995368940082754,13.217167519804226,-0.0006299082266760792,1.2211686714947962,0.06311754137277603,3.4913952350616455,1.2615858316421509
minmax,10.0,0.0,20.747163772583008,11.996071999836548,11.995400326863733,13.217167519804226,-0.0006716729728157844,1.2210955199676778,0.0,10.644328117370605,10.803812980651855
minmax,10.0,0.01,20.977869033813477,11.9961238225826,11.995400326863733,13.217167519804226,-0.0007234957188675395,1.221043697221626,0.018991347402334213,2.353125810623169,1.1400355100631714
minmax,1.0,0.001,19.623674392700195,11.995944433292644,11.99511882001914,13.217167519804226,-0.0008256132735038335,1.221223086511582,0.10224681347608566,8.51909065246582,7.84393310546875
minmax,5.0,0.1,20.970396041870117,11.99623829507739,11.995368940082754,13.217167519804226,-0.0008693549946361401,1.2209292247268362,0.007810019887983799,1.2817637920379639,1.0263839960098267
minmax,5.0,1.0,20.984434127807617,11.996277252506715,11.995368940082754,13.217167519804226,-0.0009083124239612772,1.220890267297511,0.0007438506581820548,1.0294703245162964,1.0082286596298218
minmax,2.0,0.01,20.426973342895508,11.996328611496912,11.995274933912823,13.217167519804226,-0.00105367758408903,1.2208389083073143,0.19378477334976196,5.363251209259033,1.6417158842086792
standard,10.0,1.0,20.604867935180664,12.028948988333727,12.02674601857641,13.217167519804226,-0.0022029697573167084,1.1882185314704987,0.01952374167740345,1.1370563507080078,1.030179500579834
minmax,1.0,1.0,20.735492706298828,11.997912457173651,11.99511882001914,13.217167519804226,-0.002793637154510975,1.219255062630575,0.012586726807057858,1.1121793985366821,1.0106256008148193
standard,1.0,1.0,19.06911849975586,12.021300534483832,12.018307900129141,13.217167519804226,-0.0029926343546904377,1.1958669853203947,0.03556818515062332,1.1719386577606201,1.074674129486084
minmax,20.0,0.1,21.031143188476562,11.998947926561865,11.99541593414234,13.217167519804226,-0.003531992419524954,1.2182195932423614,0.0007403437048196793,1.078141450881958,1.0176588296890259
minmax,2.0,1.0,20.889057159423828,11.999030268602422,11.995274933912823,13.217167519804226,-0.003755334689598655,1.2181372512018047,0.004223296418786049,1.0634931325912476,1.0036780834197998
minmax,10.0,0.001,20.805646896362305,11.999507184247605,11.995400326863733,13.217167519804226,-0.004106857383872509,1.2176603355566211,0.06500004231929779,9.004094123840332,2.3292577266693115
standard,20.0,1.0,20.818099975585938,12.032276604730798,12.027312838872039,13.217167519804226,-0.004963765858759572,1.184890915073428,0.006891920696943998,1.0818790197372437,1.0174654722213745
standard,2.0,0.001,18.724035263061523,12.028352911838775,12.022479713661099,13.217167519804226,-0.0058731981776762865,1.1888146079654511,0.03924021124839783,5.269850254058838,5.619091987609863
standard,1.0,0.01,18.68065071105957,12.026650262946477,12.018307900129141,13.217167519804226,-0.008342362817336024,1.1905172568577491,0.08713030815124512,3.447207450866699,2.645432472229004
standard,2.0,0.0,18.709423065185547,12.038185759684545,12.022479713661099,13.217167519804226,-0.015706046023446163,1.1789817601196813,0.0,5.445486068725586,6.207862854003906
standard,1.0,0.001,18.591773986816406,12.14264448069448,12.018307900129141,13.217167519804226,-0.12433658056533936,1.0745230391097458,0.02918986789882183,5.079776287078857,4.5672173500061035
standard,1.0,0.0,18.582490921020508,12.182286220201775,12.018307900129141,13.217167519804226,-0.16397832007263347,1.0348812996024517,0.0,5.358090400695801,5.1316375732421875
