gen_id,gen_type,Z_row_sum_mean,Z_row_sum_std,Z_row_sum_min,Z_row_sum_max,Z_row_abs_sum_mean,Z_row_abs_sum_max,Z_row_norm_mean,Z_row_norm_max
202_CT_2,THERMAL,-0.00010689762195284226,0.0006413857317170534,-0.003848314390302321,0.0,0.00010689762195284226,0.003848314390302321,5.3459705679369626e-05,0.0019245494044573066
202_STEAM_3,THERMAL,-0.010839116147889944,0.030150368636215105,-0.05789047886967472,0.08100040427764718,0.022770793299872055,0.08100040427764718,0.01158891870781128,0.040500202200478945
202_STEAM_4,THERMAL,-0.009972107411854681,0.029468800975026053,-0.05790798922174799,0.08100040427764718,0.02190855388288373,0.08100040427764718,0.011157796375703903,0.040500202200478945
207_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207_CT_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212_CSP_1,THERMAL,-0.06313118688160892,0.06850499042889263,-0.2011529405058845,0.0,0.06313118718984999,0.2011529405058845,0.03195280820968758,0.10057647046822525
213_CC_3,THERMAL,-0.055869953865030415,0.13291808850783207,-0.7133387595430143,0.0,0.055869953865030415,0.7133387595430143,0.027934977115099482,0.3566693850115602
213_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213_CT_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215_CT_4,THERMAL,-0.0009499125674929053,0.003974879366146056,-0.017714855846026074,0.0,0.0009499125674929053,0.017714855846026074,0.0004749562850013097,0.008857427962035107
215_CT_5,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216_STEAM_1,THERMAL,-0.015476788921364358,0.10768747182543005,-0.1793077798903504,0.5499142851757379,0.0636168820099244,0.9759318661136223,0.0331513696487993,0.526582306687474
218_CC_1,THERMAL,-0.05264560965207738,0.14388149009374043,-0.7689851236195542,1.0861730703719547e-14,0.05264560965207891,0.7689851236195542,0.02632280486512729,0.38449256248924546
221_CC_1,THERMAL,0.020130953157869707,0.14972507866922824,-0.1279342470826771,0.6459634831354056,0.07655900192707703,0.6459634831354056,0.03850982833603415,0.3229817423435392
223_CT_4,THERMAL,-3.710380768061504e-17,2.226228460836902e-16,-1.3357370765021415e-15,0.0,3.710380768061504e-17,1.3357370765021415e-15,3.710380768061504e-17,1.3357370765021415e-15
223_CT_5,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223_CT_6,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223_STEAM_1,THERMAL,-0.02751970992599477,0.1231475164681784,-0.3498543772391541,0.43554701534544027,0.08274817088521702,0.5728486656869891,0.045743722826155964,0.3391367057330875
223_STEAM_2,THERMAL,-0.027516922780990136,0.1231160441574405,-0.349854451130274,0.4351845161958161,0.08272143765047915,0.5727593402177305,0.04572828516897587,0.3390838812893093
223_STEAM_3,THERMAL,-0.044251758296520595,0.29419923468650583,-0.5344371140032499,1.165675971399222,0.16367334286869284,1.165675971399222,0.08598333350606821,0.6408175608041398
301_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301_CT_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301_CT_3,THERMAL,-3.972757693802996e-15,2.6924197664689468e-14,-1.6056600493641326e-13,1.0311196341206141e-14,4.947575913775519e-15,1.6056600493641326e-13,2.9467921848021958e-15,9.28982032862938e-14
301_CT_4,THERMAL,-0.00085504880408902,0.010223815975612111,-0.04340506660862774,0.03564653664718826,0.0028354119511550344,0.04340506660862774,0.0014177231897408125,0.021702807798249693
302_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302_CT_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302_CT_3,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302_CT_4,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303_WIND_1,WIND,-0.4714806979262634,0.7827190384061748,-2.943040919081794,0.5390207663721704,1.1266145812613682,3.0086212662135137,0.6250025609997097,1.7184408437011918
307_CT_1,THERMAL,1.2558916098439867e-15,6.426749583149386e-15,0.0,3.810320114983057e-14,1.257240839214191e-15,3.810320114983057e-14,8.309941301770329e-16,2.278258465976026e-14
307_CT_2,THERMAL,0.0003607486044506499,0.010535908025215942,-0.03712728920660581,0.050114238966829205,0.002423375782595417,0.050114238966829205,0.0012116878980519721,0.02505711964409533
309_WIND_1,WIND,0.6088303692716871,0.4397214886855744,0.0,0.9999999987465654,0.6883089517497185,1.0575364564786325,0.6492815141959499,0.9999999996346833
313_CC_1,THERMAL,-0.19261287740993352,0.2695366525149542,-1.057770577416468,0.0,0.2292947859245898,1.8844217433296053,0.1308066977595908,1.029137591478001
315_CT_6,THERMAL,-0.006514646046303482,0.013591179894606398,-0.04388333787854504,0.0,0.006514646046303482,0.04388333787854504,0.0032573230293422946,0.02194166897811928
315_CT_7,THERMAL,-0.005879558865950745,0.013461952529431359,-0.04344159725636143,0.0,0.005879558865950745,0.04344159725636143,0.0029397794388464882,0.021720798667997844
315_CT_8,THERMAL,-0.00564428405929781,0.012913388614434232,-0.04285545920377516,0.0,0.00564428405929781,0.04285545920377516,0.0028221420351416484,0.021427729639457653
315_STEAM_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
