gen_id,gen_type,Z_row_sum_mean,Z_row_sum_std,Z_row_sum_min,Z_row_sum_max,Z_row_abs_sum_mean,Z_row_abs_sum_max,Z_row_norm_mean,Z_row_norm_max
303_WIND_1,WIND,0.6666666666666666,0.47809144373375745,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
307_CT_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307_CT_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309_WIND_1,WIND,0.6666666666666666,0.47809144373375745,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
313_CC_1,THERMAL,-0.14987934132396508,0.29641574322947856,-1.5334116326028973,2.779369398134936e-11,0.2164040756332629,3.9283020675858342,0.11543897904349569,2.1666794558229907
315_CT_6,THERMAL,-0.006817852600453831,0.023778070736329274,-0.11075444496505997,0.0,0.006817852600459752,0.11075444496505997,0.0034089263069762925,0.05537722254676456
315_CT_7,THERMAL,-0.004722859973224234,0.020687409098151192,-0.11077970277720794,0.0,0.004722859973224234,0.11077970277720794,0.0023614299920178983,0.055389851452851656
315_CT_8,THERMAL,-0.0035918972702609522,0.015139501533402468,-0.0726008930188822,0.0,0.0035918972702609522,0.0726008930188822,0.001795948639877473,0.03630044655555344
315_STEAM_1,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315_STEAM_2,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315_STEAM_3,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315_STEAM_4,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315_STEAM_5,THERMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316_STEAM_1,THERMAL,-0.1316491170354835,0.18660424074904353,-0.7841914581606455,0.0,0.15232842258054002,0.9604349505904283,0.08561385995892602,0.6530762473725893
317_WIND_1,WIND,0.6666666666666666,0.47809144373375745,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0
318_CC_1,THERMAL,-0.1476877661043614,0.5203960698643882,-2.9513578706962784,3.9968028886505635e-15,0.14768776610436196,2.9513578706962784,0.07384388327613232,1.4756789396255092
321_CC_1,THERMAL,-0.1267922817345227,0.3221240273564476,-1.8426978777998142,1.1546319456101628e-14,0.13177082281450891,1.8426978777998142,0.06979401410714901,0.9213489416063477
322_CT_5,THERMAL,-0.0036074093562810214,0.015167054498876408,-0.07153570855047678,0.0,0.0036074093562810214,0.07153570855047678,0.0018037046829761322,0.03576785432096792
322_CT_6,THERMAL,-0.018086815315352948,0.03922128203485002,-0.14779983723570828,0.0,0.018086815315352948,0.14779983723570828,0.009043407677401713,0.07389991883789547
323_CC_1,THERMAL,0.329462255586154,0.7771397520718999,-0.8934846201009765,3.212163149849938,0.45005994350913714,3.212163149849938,0.24511021888238885,1.6060815787069118
323_CC_2,THERMAL,0.36795608622907966,0.8792166278723242,-0.788561151557063,3.2370340982986,0.4808793106419525,3.2370340982986,0.26187719208974686,1.8523487886161203
